MatchId;HomeTeam;HomeTeamId;VisitTeam;VisitTeamId;MapName;ScheduleDate;StatsId;Map;Rounds;Duration;DamageRED;FragsRED;DamageBLU;FragsBLU;ScoreRED;ScoreBLU;ScoresBLU;RoundTimes
40263;Snappers&Jellybeans;9251;Hail to the Knights;5257;cp_process_final;2014-02-24 00:00:00;163601;cp_process_final;6;2045;23202;72;23082;79;2;2;1|0|1|0|0|0;141|200|139|365|600|600
40263;Snappers&Jellybeans;9251;Hail to the Knights;5257;cp_process_final;2014-02-24 00:00:00;163580;cp_process_final;6;1791;47655;164;48563;158;2;3;1|1|0|0|1|0;271|126|571|165|626|32
